Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
Norway,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,3.176212296
Peru,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.026406126
Philippines,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,1.943137475
Philippines,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,0.042194092
"Poland, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,1.045795379
"Poland, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2018,1.045795379
Seychelles,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.015
Seychelles,Green Bond,Not Applicable,Not Applicable,Not Applicable,2018,0.015
Singapore,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.066574091
"Slovenia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.078667477
South Africa,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.060012936
Spain,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,4.020036281
Spain,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,0.5190976
Spain,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2018,2.340490057
Sweden,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,6.679100718
Switzerland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,1.428589803
Taiwan Province of China,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.685174155
Thailand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.099910527
"Türkiye, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,0.075
United Kingdom,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,7.996126594
United Kingdom,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,0.822456606
United States,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,13.36104363
United States,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,1.059272326
United States,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2018,24.89513643
"Venezuela, Rep. Bolivariana de",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,0.112098448
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,158.4883892
World,Green Bonds,Banks,Not Applicable,Not Applicable,2018,44.50397407
World,Green Bonds,International Organization,Not Applicable,Not Applicable,2018,15.33679886
World,Green Bonds,Local and state Government,Not Applicable,Not Applicable,2018,4.292214374
World,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,2018,37.81526495
World,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,2018,18.30854911
World,Green Bonds,Sovereign,Not Applicable,Not Applicable,2018,21.00002421
World,Green Bonds,State owned entities,Not Applicable,Not Applicable,2018,17.23156368
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2018,500.2539034
World,,Not Applicable,Not Applicable,Not Applicable,2018,21.26537786
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,14.05794211
World,Social Bond,Banks,Not Applicable,Not Applicable,2018,3.85594312
World,Social Bond,International Organization,Not Applicable,Not Applicable,2018,3.029618279
World,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2018,0.313738613
World,Social Bond,Other financial corporations,Not Applicable,Not Applicable,2018,1.195912875
World,Social Bond,State owned entities,Not Applicable,Not Applicable,2018,5.66272922
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2018,33.2522282
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2018,41.13064554
World,Sustainability Bond,Banks,Not Applicable,Not Applicable,2018,2.341579238
World,Sustainability Bond,International Organization,Not Applicable,Not Applicable,2018,26.77985788
World,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,2018,5.190282464
World,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2018,1.270171416
World,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,2018,0.60453514
World,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,2018,4.9442194
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2018,68.33262332
Australia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,2.00860922
Australia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.422608606
Australia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.639674764
Austria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,2.223137881
Austria,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.522897689
Belgium,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.300749833
Bermuda,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,0.45
Brazil,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,1.080341467
British Virgin Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,1.463517927
Canada,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,6.451086879
Canada,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.113143516
Cayman Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,3.300615255
Chile,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,5.573299069
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.04159604
Chile,Green Bond,Not Applicable,Not Applicable,Not Applicable,2019,4.362557541
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.04105224
"China, P.R.: Hong Kong",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,7.765886715
"China, P.R.: Hong Kong",Green Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.0
"China, P.R.: Macao",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,1.080729826
"China, P.R.: Mainland",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,39.95564925
"China, P.R.: Mainland",Social Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.412671161
"China, P.R.: Mainland",Green Bond,Not Applicable,Not Applicable,Not Applicable,2019,2.788229618
Colombia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.095468286
Côte d'Ivoire,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,0.18706274
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2019,0.134492326
Denmark,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2019,11.38746505
